Hashtag,Username,Followers,Post Number (newer First),Likes,Business Category
tech,gadget.brand1,50027,9,16749,NULL
tech,my.viralz,9334,0,2698,Creators & Celebrities
tech,my.viralz,9334,1,124,Creators & Celebrities
tech,my.viralz,9334,2,202,Creators & Celebrities
tech,my.viralz,9334,3,68936,Creators & Celebrities
tech,my.viralz,9334,4,2877,Creators & Celebrities
tech,my.viralz,9334,5,1956,Creators & Celebrities
tech,my.viralz,9334,6,3627,Creators & Celebrities
tech,my.viralz,9334,7,3080,Creators & Celebrities
tech,my.viralz,9334,8,244,Creators & Celebrities
tech,my.viralz,9334,9,1257,Creators & Celebrities
tech,creatives.stuff,35019,0,449,General Interest
tech,creatives.stuff,35019,1,7927,General Interest
tech,creatives.stuff,35019,2,1315,General Interest
tech,creatives.stuff,35019,3,20944,General Interest
tech,creatives.stuff,35019,4,1630,General Interest
tech,creatives.stuff,35019,5,2043,General Interest
tech,creatives.stuff,35019,6,620,General Interest
tech,creatives.stuff,35019,7,5962,General Interest
tech,creatives.stuff,35019,8,11356,General Interest
tech,creatives.stuff,35019,9,3319,General Interest
tech,techy_roxta,841,0,31,NULL
tech,techy_roxta,841,1,14,NULL
tech,techy_roxta,841,2,17,NULL
tech,techy_roxta,841,3,40,NULL
tech,techy_roxta,841,4,15680,NULL
tech,techy_roxta,841,5,3408,NULL
tech,techy_roxta,841,6,2651,NULL
tech,monetizelife,1019,0,4,Business & Utility Services
tech,monetizelife,1019,1,3,Business & Utility Services
tech,monetizelife,1019,2,4,Business & Utility Services
tech,monetizelife,1019,3,3,Business & Utility Services
tech,monetizelife,1019,4,7,Business & Utility Services
tech,monetizelife,1019,5,2,Business & Utility Services
tech,monetizelife,1019,6,4,Business & Utility Services
tech,monetizelife,1019,7,5,Business & Utility Services
tech,monetizelife,1019,8,4,Business & Utility Services
tech,monetizelife,1019,9,3,Business & Utility Services
